Id,Search Keyword,URL,Datetime,Tweet
1630013692862676993,pajak,https://twitter.com/dlaffly/status/1630013692862676993,2023-02-27 01:15:23+00:00,"@shopemeaw @reinzken @Alexsgst58 @klmgrvsmrnv @kegblgnunfaedh Gini2 mbak, NJOP yang menetapkan kan emang BPN. Sama kayak kenderaan kan emang yang menetapkan pajaknya Bapenda bukan DJP

Tapi tetep bermuara di-kemenkeu, laporan pajak kita. Tugasnya emang udah di-bagi gak mungkin orang DJP ya"
1630013642187116544,pajak,https://twitter.com/akuntwiter968/status/1630013642187116544,2023-02-27 01:15:11+00:00,"Sekarang giliran orang pajak dan penyelenggara negara di audit kekayaannya dan mrk hrs menjelaskan dr mana hasil kekayaannya.
Boleh kan kita pembayar pajak minta penjelasan ??
https://t.co/fc87QHVKm1"
1630013587275259904,pajak,https://twitter.com/joelee115/status/1630013587275259904,2023-02-27 01:14:58+00:00,"Intinya sih, gak ada yang melarang pejabat untuk kaya. Hanya saja, ""berani atau tidak melakukan pembuktian terbalik harta pejabat dan sesuai gak gaya hidup dengan pajak yang dibayar"". Kutipan kata-kata pak Ahok."
1630013578903420929,pajak,https://twitter.com/econich4/status/1630013578903420929,2023-02-27 01:14:56+00:00,"Ingat pajak ingat moge, brompton, rubicon.."
1630013486293204992,pajak,https://twitter.com/Kriswa_hd/status/1630013486293204992,2023-02-27 01:14:33+00:00,"@prastow Makanya Bu, jangan cuma bisa naik2in pajak mulu' lihat dulu di jajaran Anda kek gmn? Jangan buru2 utang sana sini, sapa tahu anak buahnya banyak duit, ya kan??? Jadi dulit mempercayai statemen Anda skrg 🤪 #Maaf 🙏"
1630013469977362432,pajak,https://twitter.com/RudyBhr/status/1630013469977362432,2023-02-27 01:14:30+00:00,"@DitjenPajakRI Kn udh bner tu pke hastag ""pajak kita (rakyat), untuk kita (org ditjen pjak)"" ya wajar lah ya pda kaya"
1630013406039375873,pajak,https://twitter.com/klipkloop/status/1630013406039375873,2023-02-27 01:14:14+00:00,"@kring_pajak pagi min, saya mau tanya kenapa website e-riset pajak gabisa diakses dari hari jumat? Saya mau cek status pemberkasan riset saya🙏🏻 
Mohon responnya min, terimakasih https://t.co/W4YgwnwayQ"
1630013366340145153,pajak,https://twitter.com/swan_phn/status/1630013366340145153,2023-02-27 01:14:05+00:00,tetap bayar pajak gars.. agar semua pegawai pajak punya robicon https://t.co/URJPDuPjQc
1630013341057056768,pajak,https://twitter.com/achmadmochtarom/status/1630013341057056768,2023-02-27 01:13:59+00:00,"Beredar Foto Dirjen Pajak Naik Moge, Sri Mulyani Minta Jelaskan Sumber Kekayaan https://t.co/EEmGQ0ABbA kalo job sampingan konsultan pajak ya bisa aj beli moge? ya om ..."
1630013285797085184,pajak,https://twitter.com/UnclezAhmad/status/1630013285797085184,2023-02-27 01:13:46+00:00,@Solo_Bentan @PencintaGegirl @FaktaBukanAuta @takiyuddin61 @PASPusat pajak otak tak apa jgn pajak kebodohan
1630013270080749568,pajak,https://twitter.com/radaraktual/status/1630013270080749568,2023-02-27 01:13:42+00:00,Sri Mulyani Minta Klub Moge Ditjen Pajak Dibubarkan: Mencederai Kepercayaan Masyarakat https://t.co/kFV2HO7aRD
1630013221875892224,pajak,https://twitter.com/AnantaPrasety10/status/1630013221875892224,2023-02-27 01:13:30+00:00,@DitjenPajakRI Pembelian modem di @myorbitid udh termasuk pajak belom?
1630013196781207552,pajak,https://twitter.com/mboksingsabar/status/1630013196781207552,2023-02-27 01:13:24+00:00,@AliMahf38081540 @SiaranBolaLive indahnya hukum di negeri dongeng 😌
1630013166154547201,pajak,https://twitter.com/ElviraNanda4/status/1630013166154547201,2023-02-27 01:13:17+00:00,"@kring_pajak Halo min mau tanya, untuk PPN agen LPG 3kg subsidi apa benar rumus PPN nya = jmh tbg × 1,1/101,1 x (harga jual-harga beli) sesuai dgn PMK 62 Thn 2022 ya?
Kemudian untuk harga beli itu pakai nominal yng inc ppn atau tidak ?
Terimakasih.."
1630013141479489537,pajak,https://twitter.com/an_asku/status/1630013141479489537,2023-02-27 01:13:11+00:00,"@dr_koko28 tunjangan pegawai pajak ini bisa mewujudkan kebahagiaan jutaan guru swasta dan honorer, sehingga lahir generasi cerdas dan terbaik"
1630013122479104003,pajak,https://twitter.com/thetysetia/status/1630013122479104003,2023-02-27 01:13:07+00:00,"Di pagi yang cerah ini gw kecewa liat pejabat pajak mentri keuangan enak2an pake moge, anaknya si mario jahat bgt aniaya david bareng agnes shane,

Kiriman netizen ini liat yg katanya pejabat kmentrian keuangan lagi enak2an naik moge #pajak #mario #agnes #shane #david https://t.co/sQm7hETl4u"
1630013117848772608,pajak,https://twitter.com/stuckwoon/status/1630013117848772608,2023-02-27 01:13:06+00:00,cara pembuatan efin secara online gimana ya min? dan prosesnya brp lama hingga selesai? @kring_pajak
1630013094343884801,pajak,https://twitter.com/Qomarc31/status/1630013094343884801,2023-02-27 01:13:00+00:00,@azka_arifudin_z @msaid_didu anda pegawai pajak yaa..mau cari total kekayaan org..  kwkwkw.
1630013035556356098,pajak,https://twitter.com/hafizh_chen/status/1630013035556356098,2023-02-27 01:12:46+00:00,@Sam_Ardi Saran nama klub moge yg ga ada sangkutannya sama pajak
1630013032775680000,pajak,https://twitter.com/Michtan8888/status/1630013032775680000,2023-02-27 01:12:45+00:00,"@txtdrimedia Nyesel lu telat blok n ini jd melebar kmn²... 
Positipne jd tau kelakuan punggawa² pajak yg kg bnr ☺☺... 
Negatipne masyarakat menggenarilisir bhw kelas tertentu iku arogan n iso ngatur hkum 🤦‍♀️🤦‍♀️... 
Pesenku dr pemilik speda ontel  kl baru stgh² ojo koyo yg pny negoro x 🥱..."
1630012996000043009,pajak,https://twitter.com/sindir/status/1630012996000043009,2023-02-27 01:12:37+00:00,"Selain pinter, pendidikan juga harus tinggi biar bisa jadi pegawai dirjen pajak... kalo cuma hidup hedon mah kejamin..."
1630012986105683968,pajak,https://twitter.com/mariaprincessaa/status/1630012986105683968,2023-02-27 01:12:34+00:00,"Rajin2 lah bayar pajak guys, karena belum semua karyawan pajak punya rubicon👍🏻."
1630012931818799105,pajak,https://twitter.com/patahulla06/status/1630012931818799105,2023-02-27 01:12:21+00:00,@DonAdam68 Pegawai Pajak emang Kaya2...dulu ada Gayus Tambunan
1630012879490650112,pajak,https://twitter.com/edsaputra8/status/1630012879490650112,2023-02-27 01:12:09+00:00,@ryuhasan Pajak Bumi dan Bulan
1630012810582462465,pajak,https://twitter.com/jamessuselo/status/1630012810582462465,2023-02-27 01:11:52+00:00,"@mardigu024 Less government, the better.  Manipulasikan secara legal, sehingga pembayaran pajak minim. Dgn berserah diri memberikan uang pajak sepenuhnya ke pemerintah, maka anda telah memberikan izin kepada pemerintah utk menjadi tyrant."
1630012810053971968,pajak,https://twitter.com/MuffleEmilia/status/1630012810053971968,2023-02-27 01:11:52+00:00,@Bahgchan emang ga ada pajak tah?
